	text1	text2	sarcastic
243	@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion	Talking about death is not a fun topic for date night.	0
566	Kanye needs to actually release his album. 	Wow great album from Kanye. v John Cage 4’43 vibes x	1
562	americans can’t say the heat in england is nothing when they have ac	“it’s hotter in the america right now and it feels fine british people are just being dramatic 🙄” QUICK ARE YOU SAYING THIS INSIDE UR AIR CONDITIONED HOUSE ‼️‼️‼️	1
686	I'm finding it hard to buy affordable enclosed toe sandals on the internet.	apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo	1
189	"""your pronouns are what's in your pants"" ok. juicy/dumper"	Your pronouns are not what's in your pants	0
782	I wish I was at the beach right now 	it’s so rude that i’m not at the beach right now	1
699	"""Tonight they are saying"""	ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic	1
475	I do not like waking up in a panic	love waking up in a panic 🥴🥴	1
681	What are your qualifications in epidemiology?	@devisridhar Do you know of any good chippies in the Crewe area?	1
510	I hate carrying crumbs in my scarf all day, everyday.	It’s “let’s see how many crumbs I can find in scarf” szn.	1
58	Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX	Wood burning stoves are definitely not an environmental issue that needs to be immediately addressed 	0
474	No start to the race? This doesn't look good. 	Well. That went well. #BelgianGP	1
560	Having morning sickness when you're not actually sick is not fun!	Having morning sickness when you're not actually pregnant is all the fun	1
747	While we are celebrating pride, we should also understand that we are denying non-binary people rights because of prejudices of the Supreme Court.	"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia"	1
252	At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently	I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.	0
21	Not got one lynx Africa for Christmas Day this year, shocked and outraged. #RuinedChristmas	Lynx Africa is terrible and I’m glad I didn’t get one for Christmas this year 	0
313	does ur dad hate you for no reason or are you normal?	I feel like my dad hates me	0
459	I talk to more people than i do anything	i stg i probably talk to my tv more than i do to actual people whoops rip social life	1
160	I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃	I will not answer you if you message me about fit teas or wraps. I’m leaving you on read. I’m not sorry about it. 	0
276	Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(	It would be nice if T-Mobile could assist me in getting out of my contract	0
191	"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm."	I really don't like being woken up by construction workers an hour before my alarm is meant to go off.	0
385	somebody tell these birds to be quiet because they not listening to me	I wish the birds outside would stop chirping.	0
805	I don't like the fact that younger people in america are getting the vaccine when I still have to wait another month for mine in england 	Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one	1
413	why is the weather having a mid life crisis	“why is up with the weather at the moment” 	0
491	I'm 30! Id like to wish myself a happy birthday	Happy birthday to me!! I’m 30! 😭	1
343	Just redownloaded the @achievement app - let's see if it improves my exercise routine!	I download this app again, but realistically I know it won't work.	0
769	"honestly, there's not really a way I can think of being non-sarcastic, I was just being an asshole and teasing my friend who misheard my friend say eggs as aids. but I guess to be non-sarcastically I would've said ""no, she doesn't love aids"""	"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids"""	1
308	Kepa had a great game	Kepa was sh*t	0
661	I don't like how I know the quadratic formula instead of how to pay taxes or get ready for college	I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰	1
130	omg there’s a sheet of ice in front of my school. should I slip and fall?	I am in need of money. Therefore, I should sue my college if I fall because they are responsible for not clearing the ice on the ground.	0
663	love island is over and law school starts soon, but summer isn’t over yet.	love island is ending, law school is starting again…summer is really over	1
99	watching olympic womens beach volleyball for the plot	I watch women's beach volleyball for the hot women.	0
372	"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya"	yes	0
87	I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean	I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”	0
458	Frank Ocean really did something with this new music. 	our lord and savior, frank ocean, has saved us all once again.	1
330	"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network."	Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.	0
214	Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...	The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. 	0
466	The Yankees are a really bad team right now and it's amazing how fast they can fall.	Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.	1
121	went to check out the bios of the (exclusively) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic 🙃🙃🙃	It's really frustrating that all these people traveled internationally	0
614	I'm not going to miss scantrons shortening my name to “Christ” after 16 years	I’m gonna miss scantrons shortening my name to “Christ” after 16 years	1
20	Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free	Go to school	0
700	no one does anything for me	I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀	1
71	considering crowd surfing the next time the hallways are too packed	The hallways are very crowded lately. I would prefer to take another form of transportation that is more efficient than walking, but none such option exists.	0
106	@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!	I would point out that how can a President be censored if he has his own press Corp right there in the White House	0
270	@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…	I could have said “this investigation was not legitimately carried out.”	0
860	people with clear skin are more comfortable in that area of their life	do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao	1
435	Many rappers seem to be homophobic.	@MailOnline Another misogynistic, homophobic rapper.. how shocking!	1
102	Do the #Hokies really have to play 5 against 6 tonight? Come on stripes	Why is the ref helping the other team?	0
